题号    四则运算式子
486      6 × (4 ＋ 3) ＋ 5 ＝ 
487      (0 ＋ (1 ＋ 2'1/4)) ÷ 8 ＝ 
488      2 × 9 ＋ (4 ＋ 0) ＝ 
489      6 × ((7 － 3) × 2) ＝ 
490      (4 ＋ 5) × (1'1/9 ＋ 1) ＝ 
491      3 ＋ 5 × 6 － 1 ＝ 
492      3 × 5 × (2 ＋ 8) ＝ 
493      5 ÷ (7 ÷ (7 ＋ 6)) ＝ 
494      (4 ＋ 0) ÷ (6 ＋ 1'1/9) ＝ 
495      (6 ＋ (9 － 6)) × 3 ＝ 
496      0 × 1 ＋ (6 ＋ 1) ＝ 
497      2 × (2 ＋ 1 － 3) ＝ 
498      1 × (3 ＋ 5 － 7) ＝ 
499      2 ÷ (6 ＋ 3 ÷ 9) ＝ 
500      6/7 ＋ (5 ＋ (1 ＋ 5)) ＝ 
501      (7 － 0 ＋ 0) ÷ 1'1/3 ＝ 
502      1'1/4 ÷ (2 × 7 － 6) ＝ 
503      (7 ＋ (4 ＋ 8)) ÷ 9 ＝ 
504      1 ÷ 3 ＋ 0 ÷ 8 ＝ 
505      9 ＋ 1 ÷ 8 ＋ 3 ＝ 
506      1 ＋ 1'3/5 ＋ 0 ÷ 4 ＝ 
507      3 － (1 × 1 ＋ 0) ＝ 
508      (2 － 2) × (0 × 1'3/7) ＝ 
509      2 ＋ 9 ＋ 3/8 ÷ 6 ＝ 
510      9 － 5 ÷ 3 ÷ 1/2 ＝ 
511      (7 ＋ 3 － 6) × 2 ＝ 
512      4 ＋ (4 × 9 ＋ 3) ＝ 
513      7 ÷ 3 ＋ 9 ÷ 3 ＝ 
514      0 ÷ (5 ＋ 2) ＋ 2 ＝ 
515      8 ＋ 3 × (7 ÷ 1) ＝ 
516      (8 ＋ 6 － 6) × 0 ＝ 
517      5 ÷ (9 － 3) × 6 ＝ 
518      (4 ＋ 6 ＋ 5) ÷ 6 ＝ 
519      4 ÷ 8 ＋ 3 × 0 ＝ 
520      9 × 2'1/4 ＋ (9 ＋ 3/7) ＝ 
521      1/4 × (1 ＋ (6 ＋ 3)) ＝ 
522      4 × 0 ＋ 4 ＋ 2 ＝ 
523      (2'1/2 ÷ 1 ＋ 0) ÷ 3 ＝ 
524      7 － 1/3 × (1 ＋ 3/10) ＝ 
525      5 ÷ (3 ＋ 4 － 2'2/3) ＝ 
526      (7 ＋ 3/7) × 8 － 5 ＝ 
527      2 ÷ (6 × (4 ＋ 4)) ＝ 
528      4 × 3 ＋ 6 ＋ 4 ＝ 
529      0 ÷ 7 ÷ 3 ＋ 6 ＝ 
530      6 － 9 ÷ 6 ＋ 7 ＝ 
531      9 － (8 － (1/9 ＋ 3)) ＝ 
532      2 × 6 ÷ (7 × 4) ＝ 
533      4 ＋ (3/10 ＋ 1/4) ＋ 1 ＝ 
534      0 × (6 × 2 － 5/7) ＝ 
535      7 ＋ (5 － 4) × 6 ＝ 
536      9 ÷ (3/8 ＋ (4 － 0)) ＝ 
537      8 － (1'2/7 ÷ 4 ＋ 0) ＝ 
538      4 ＋ (2 ＋ 4/7) ＋ 4 ＝ 
539      5 ＋ 4 ＋ 4 － 6 ＝ 
540      (8 ＋ 4) × (2 × 7) ＝ 
541      6 × (8 ＋ 7) × 0 ＝ 
542      9 × (9 ＋ 7) × 1 ＝ 
543      2 ＋ (1'3/7 ＋ (4 － 1/6)) ＝ 
544      (8 － 1/4 ＋ 3) × 1 ＝ 
545      7 ÷ (8 － 3 ＋ 3) ＝ 
546      (2 × 8 － 7) ÷ 2'1/3 ＝ 
547      5 × 0 × (5 × 7) ＝ 
548      2/5 × (4 ÷ 1) × 6 ＝ 
549      1 × 2 － 1 ＋ 9 ＝ 
550      7 ＋ 0 ＋ 7 ＋ 7 ＝ 
551      1/3 － (7/9 ＋ 0) ÷ 8 ＝ 
552      (4 ＋ 9 － 7) × 2 ＝ 
553      1'1/3 × (4 ＋ 9 － 6) ＝ 
554      9 － 2/3 － 4 ＋ 2/3 ＝ 
555      2 － 0 ÷ (6 ÷ 6) ＝ 
556      (0 － 3'1/2 × 0) × 1 ＝ 
557      (6 ＋ 7) ÷ 7 × 9 ＝ 
558      2'1/4 ÷ 4/5 × 5 ＋ 6 ＝ 
559      6 － 6 ＋ 0 × 8 ＝ 
560      8 × 0 × (5 － 6/7) ＝ 
561      7 － (1 ＋ 0 × 5) ＝ 
562      9 × (1/3 × 9) × 4 ＝ 
563      8 × 2/5 × (6 × 1/7) ＝ 
564      (1/5 ＋ 6 ÷ 4'1/2) ÷ 3 ＝ 
565      0 ＋ (4 ＋ (1'1/7 － 1)) ＝ 
566      1'1/4 × (9 － (7 － 6)) ＝ 
567      0 ÷ ((8 － 0) ÷ 1) ＝ 
568      8 × ((3 － 1) ÷ 7) ＝ 
569      3 － 6 ÷ (1'3/5 ＋ 6) ＝ 
570      9 × 3 － (9 － 1) ＝ 
571      8 － 8 ＋ 5 × 7 ＝ 
572      9 × ((4 ＋ 1) × 8) ＝ 
573      0 ＋ 1 ＋ (0 ＋ 7) ＝ 
574      1 － 0 ＋ 8 ÷ 8 ＝ 
575      8 ÷ (7 ＋ (4 ＋ 9)) ＝ 
576      1 ÷ 5 × (9 × 0) ＝ 
577      1'1/8 ＋ (4 ＋ 4 ＋ 1) ＝ 
578      0 ＋ (1 ＋ 2) － 3/10 ＝ 
579      7 ＋ 2 － 0 － 0 ＝ 
580      (0 ＋ 7 － 4) × 9 ＝ 
581      6 × (2 ＋ 1 × 6) ＝ 
582      9 ＋ 4 ÷ 2 ÷ 8 ＝ 
583      (2 ＋ 9) ÷ (3 － 1) ＝ 
584      5 － (4 ＋ 0) － 1 ＝ 
585      4 ＋ 6 ＋ (5 － 1'1/9) ＝ 
586      2'1/4 ÷ 3/8 ＋ 7 ÷ 1/5 ＝ 
587      (6 － 2) × 3 ÷ 7 ＝ 
588      2/3 × (1 ＋ 5) ＋ 4'1/2 ＝ 
589      (4 ＋ (6 － 1)) × 8 ＝ 
590      (1 ＋ 1'1/4) ÷ (2 ÷ 3/8) ＝ 
591      6 × ((2 ＋ 1/3) × 5) ＝ 
592      4 × (3 ＋ 8 － 7) ＝ 
593      5 － 2 ＋ 1'1/2 ＋ 6 ＝ 
594      5 × 4 ＋ (9 ＋ 1/2) ＝ 
595      1 ÷ (7 × 3/10) ＋ 1'2/3 ＝ 
596      (9 － 2) ÷ (1 × 7) ＝ 
597      (0 ＋ 9) ÷ (8 ＋ 8) ＝ 
598      9 ＋ 2 × 4 ＋ 3/8 ＝ 
599      6 × 5/6 × (2 ÷ 8) ＝ 
600      (4 － 2 ＋ 1/7) × 0 ＝ 
601      7 × 3 × (3 × 5) ＝ 
602      6 ÷ 6 ＋ 6 × 2 ＝ 
603      9 × (1 × 8) ＋ 4 ＝ 
604      (8 ＋ 2) × (5/7 ＋ 2) ＝ 
605      2/3 ＋ 1'1/8 ＋ (7 ＋ 1'1/3) ＝ 
606      4 ÷ 1/10 × (5 － 3) ＝ 
607      5 × (1/5 ＋ 7) － 6 ＝ 
608      (4 ＋ 0) × (6 － 5) ＝ 
609      7 － 2 ÷ 1 ＋ 9 ＝ 
610      (5 ＋ 5) ÷ 3 － 0 ＝ 
611      5 × (3 ÷ (5 ÷ 5)) ＝ 
612      3 － (4 ＋ 1) × 0 ＝ 
613      7 ＋ (1 × 6 － 1'3/7) ＝ 
614      8 － 6 ÷ 7/10 ÷ 2 ＝ 
615      (3 ＋ 8) ÷ 1'1/4 ÷ 6 ＝ 
616      (4 － 1) × (8 － 2) ＝ 
617      6 ＋ 4 ＋ 0 ＋ 3/4 ＝ 
618      5 × (2 × 3) × 9 ＝ 
619      (0 ＋ 1/4) × (3 × 4) ＝ 
620      3 ÷ (5 ＋ 3) ÷ 1 ＝ 
621      5/9 ÷ (7 ＋ 2) ＋ 2 ＝ 
622      4 ÷ 6 × (5 × 2) ＝ 
623      8 × 9 － 5 － 7 ＝ 
624      3 ÷ (2 ＋ 6) × 6 ＝ 
625      9 － (9 － 0) × 1 ＝ 
626      (1 ＋ 7) × 1'1/2 ÷ 9 ＝ 
627      2 ＋ 2 － (9 － 9) ＝ 
628      8 × 7/9 × (1 ＋ 1'1/8) ＝ 
629      9 ＋ 6 × 8 × 7 ＝ 
630      8 ＋ 0 ＋ (4 ＋ 0) ＝ 
631      (4 ＋ 9) × (7 － 6) ＝ 
632      1/3 × (8 － 8 ＋ 2) ＝ 
633      8 ÷ 3 ÷ 4 － 1/5 ＝ 
634      (3 × 0 ＋ 9) ÷ 2 ＝ 
635      (8/9 ＋ 2 × 3) × 8 ＝ 
636      1 × (9 ÷ 5 ÷ 2'1/3) ＝ 
637      8 ＋ 3 ＋ 0 ＋ 5 ＝ 
638      (2'1/4 ＋ 2) × (3 ÷ 8) ＝ 
639      6 ÷ (2 ＋ 0) × 6 ＝ 
640      1 － 0 ＋ (4 － 3) ＝ 
641      8 ÷ 6 ＋ 3 ÷ 6 ＝ 
642      9 ＋ 8 ＋ 2'1/4 ＋ 1/3 ＝ 
643      4 × (6 × 2/3 ÷ 9) ＝ 
644      3 ÷ ((9 － 1) ÷ 5) ＝ 
645      9 － 3 ÷ 7/9 ÷ 3 ＝ 
646      4 ÷ (6 × 1 ÷ 6) ＝ 
647      1 ÷ 5 × (9 ＋ 1'3/7) ＝ 
648      1'1/3 ＋ 7 － 2 － 6 ＝ 
649      (7 － (3/4 ＋ 1)) × 1/2 ＝ 
650      2 ＋ (2 ＋ 7 ＋ 7) ＝ 
651      9 ＋ (3 － 2 ÷ 1) ＝ 
652      8 ÷ 3 × 3 － 3 ＝ 
653      5 ＋ 1'1/6 ＋ (4 ＋ 2) ＝ 
654      3 × (1 ÷ 8 ＋ 2) ＝ 
655      5 ÷ 4/5 － 2'2/3 ＋ 2 ＝ 
656      4 × 9 ÷ (4 ＋ 5) ＝ 
657      1 ＋ (7 ＋ 5/6) － 8 ＝ 
658      (4 ＋ 2 × 8) ÷ 1 ＝ 
659      8 － 0 × 0 × 6 ＝ 
660      3 × 1 － 5/6 ÷ 5 ＝ 
661      9 × (9 × (3 × 4/5)) ＝ 
662      9 ÷ 4 ÷ (6 ＋ 5) ＝ 
663      (4 － 0) ÷ 3 ÷ 7 ＝ 
664      (5 － 4) × (5 × 3) ＝ 
665      1 × (0 ÷ 7/9 ＋ 4) ＝ 
666      2/9 ÷ (6 ÷ (10 ÷ 3)) ＝ 
667      (8 ＋ 4 ÷ 9) ÷ 9 ＝ 
668      3/8 ＋ 6 ÷ 4 × 0 ＝ 
669      7 × 8 × (3/5 ＋ 8) ＝ 
670      6 × 1 × (1 ＋ 6) ＝ 
671      7 × 1/2 ＋ (6 － 2/5) ＝ 
672      (1'1/3 － 1'1/8) × 5 × 4 ＝ 
673      8 × (2 ＋ 3 ÷ 2) ＝ 
674      8 × 3 － (9 ＋ 1) ＝ 
675      0 ＋ 0 ＋ 2 ＋ 2 ＝ 
676      7 ＋ 9 － (7 ＋ 5) ＝ 
677      0 ＋ (5 － 2 ＋ 8) ＝ 
678      1'1/9 × 1'1/2 × (3 × 4) ＝ 
679      (3 ＋ 0 ＋ 5) × 2 ＝ 
680      9 ＋ (0 ＋ 9 － 4) ＝ 
681      2 ＋ 5/8 ＋ 2 － 2 ＝ 
682      9 － (2 ＋ (5 － 2)) ＝ 
683      1/6 ＋ (0 ＋ 1/4 ＋ 5) ＝ 
684      4 － 6/7 ÷ (4 × 5) ＝ 
685      8 × (0 × 0) ÷ 6 ＝ 
686      8 × 2 ÷ (1 ＋ 6) ＝ 
687      6/7 × (2 ＋ 2 ＋ 7) ＝ 
688      5 ÷ (8 ÷ 4) ÷ 1'2/3 ＝ 
689      1 ÷ (0 ÷ 2 ＋ 4) ＝ 
690      9 × (1'3/5 ＋ (3 ＋ 9)) ＝ 
691      6 ÷ 8 × (2 ＋ 2) ＝ 
692      8/9 ÷ 8 × 6 ÷ 8 ＝ 
693      7 ÷ (3 ÷ (3 ＋ 9)) ＝ 
694      1'1/8 ＋ (3 ＋ (1'1/2 － 1)) ＝ 
695      4 × 6 × (1/6 ÷ 9) ＝ 
696      4/9 ÷ 1 ＋ 6 × 3/10 ＝ 
697      9 － 3 － 2 ÷ 4 ＝ 
698      8 ＋ (8 ＋ 0 × 6) ＝ 
699      5 ＋ 5 × 5 － 0 ＝ 
700      4'1/2 × 2 × 9 － 4 ＝ 
701      0 ÷ 4 × (5 － 3) ＝ 
702      3 ＋ 9 ＋ 4 × 9 ＝ 
703      (9 ＋ 5) × 6 ÷ 3/8 ＝ 
704      (5 － 4) ÷ 8 － 1/10 ＝ 
705      (1/10 ＋ 9) × (5 － 5) ＝ 
706      5 － 5 ÷ 2 ＋ 1/4 ＝ 
707      (4 － 4) ÷ (5 × 2'1/2) ＝ 
708      (2/3 ＋ 3) × 4 ＋ 5 ＝ 
709      (9 ＋ 1) ÷ (1 ÷ 2) ＝ 
710      (1 ＋ 1 ÷ 3) ÷ 4 ＝ 
711      5 ÷ (9 × (8 ＋ 3)) ＝ 
712      (9 ＋ (1 ＋ 0)) ÷ 6 ＝ 
713      4 ÷ (0 ＋ 2/3) × 4 ＝ 
714      (7 － 5) × 4 ＋ 8 ＝ 
715      6 × (5 － 0) × 2 ＝ 
716      8 ＋ (1 ＋ (6 ＋ 3)) ＝ 
717      8 － 3 ＋ 3 － 8 ＝ 
718      4 ＋ (1/2 × 2 － 1) ＝ 
719      (2 ＋ 3 × 4) × 3/4 ＝ 
720      7 × 4 － 5/9 － 2 ＝ 
721      6 － 6 ＋ (3 ＋ 2) ＝ 
722      3 ÷ (8 ÷ 1/3 ＋ 5) ＝ 
723      (4 ＋ 2 ＋ 3) ÷ 3 ＝ 
724      2 ＋ 1'2/5 － (8 － 5) ＝ 
725      0 × (3/10 ÷ 1/3) ＋ 7 ＝ 
726      5 ÷ 2 ÷ (9 － 5) ＝ 
727      8 × 2 － 4 － 4'1/2 ＝ 
728      8 － 6 ＋ 0 × 9 ＝ 
729      6 × (1 ÷ (7/8 × 1)) ＝ 
730      3 － (4 － 8 ÷ 6) ＝ 
731      1/7 × 8 ＋ (6 ＋ 1'3/4) ＝ 
732      1'3/7 × (4 ÷ 5 × 8) ＝ 
733      8 ＋ 3/4 ＋ 8 ÷ 2 ＝ 
734      8 － 3/10 × (9 － 4) ＝ 
735      7 ＋ 4 ÷ 1 ＋ 3 ＝ 
736      8 ＋ (7 － 2) ÷ 9 ＝ 
737      2 × (8 ＋ 1/5 ＋ 6) ＝ 
738      (5 － 0 × 0) × 1 ＝ 
739      (8 － 1'2/7 － 5) ÷ 8 ＝ 
740      5 ＋ 0 ÷ 3 － 1 ＝ 
741      10 ＋ (9 ＋ (3 ＋ 9)) ＝ 
742      1/8 ＋ 9 ÷ (6 ＋ 9) ＝ 
743      3 ÷ 4 ＋ (8 － 5) ＝ 
744      7 ÷ (3 × 8 ÷ 2/5) ＝ 
745      (5 － 3) ÷ (7 × 1) ＝ 
746      5 ÷ (4 ÷ 1 ÷ 1) ＝ 
747      5 × 7 ＋ 0 ÷ 3 ＝ 
748      6 × (9 ＋ 3) － 3 ＝ 
749      (4 ＋ 2) ÷ (7 － 5/6) ＝ 
750      4 － 2 ÷ (1 ＋ 7) ＝ 
751      3 × 9 － 6 － 1 ＝ 
752      6 × (9 － 1) ÷ 5 ＝ 
753      3 ÷ (0 ＋ 1 ÷ 9) ＝ 
754      9 － 6 ÷ (5 × 4) ＝ 
755      (2 ＋ 1) × (6/7 × 9) ＝ 
756      0 × ((3 ＋ 4) × 8) ＝ 
757      7 ＋ (8 － 3) × 0 ＝ 
758      0 ＋ 1 × 1/2 × 8 ＝ 
759      0 ÷ (4 ÷ (6 × 1)) ＝ 
760      (7 ＋ 1) × 1'1/3 ＋ 5 ＝ 
761      7 × 9 ＋ 8 － 1 ＝ 
762      4 － 0 ÷ 3/4 × 0 ＝ 
763      0 ＋ 7 ÷ 4 ＋ 1'1/5 ＝ 
764      5 － (5 － 1 × 1) ＝ 
765      2 × 8 ÷ (9 × 7) ＝ 
766      7 － 2 ＋ 1 － 1 ＝ 
767      0 × 5 ÷ (6 ＋ 9) ＝ 
768      (3 ＋ 4) × 1'1/8 ＋ 5 ＝ 
769      7 × (1 ＋ 0 ÷ 6) ＝ 
770      8 － 3 ＋ 7 ÷ 5/8 ＝ 
771      4/5 － 1/3 ＋ 0 ÷ 8 ＝ 
772      1 × 8 ÷ 1'1/9 ＋ 3 ＝ 
773      5 × 8 × (7 － 2) ＝ 
774      2 × (3'1/3 ÷ (9 ÷ 5)) ＝ 
775      6 × 0 － 0 × 6 ＝ 
776      (1/9 ＋ 3/10) × (3 × 5) ＝ 
777      1 ＋ 7 × (8 × 6) ＝ 
778      9 ＋ 0 × 5 ＋ 7/10 ＝ 
779      2 ＋ (1 ＋ 9) ＋ 3 ＝ 
780      1 ＋ 5 ＋ (3 － 0) ＝ 
781      (1 ＋ 8) ÷ (2'1/3 ÷ 9) ＝ 
782      0 × 2 － 0 ÷ 2 ＝ 
783      0 × ((2 － 2) ÷ 1) ＝ 
784      (6 ＋ 9 ÷ 2) × 1 ＝ 
785      5 × (2 × 3) ＋ 5 ＝ 
786      (1'1/3 × 3 ＋ 2/9) × 9 ＝ 
787      3 ＋ 3 ＋ (7 ＋ 7) ＝ 
788      5 × 8 － 4 ＋ 4 ＝ 
789      (0 ＋ 6) × (4 ÷ 2'1/4) ＝ 
790      4'1/2 × 9 ÷ (4 ＋ 0) ＝ 
791      3 － (4 ÷ 8 ＋ 1/2) ＝ 
792      5 ＋ (0 ＋ 5) ÷ 4 ＝ 
793      8 × (5 ＋ 8 ÷ 8) ＝ 
794      7 ＋ 6 ÷ (2 × 5) ＝ 
795      7 ÷ 4 ＋ (1'2/3 ＋ 3) ＝ 
796      2 × (5 × 0) ＋ 1 ＝ 
797      5 ＋ (8 － (5 ＋ 3)) ＝ 
798      9 × (1 ＋ 6) ＋ 0 ＝ 
799      1'1/5 × (9 － 2'1/2 － 1) ＝ 
800      1 － 0 × 7 × 8 ＝ 
801      1 ＋ (1/2 ＋ 5) ＋ 9 ＝ 
802      (9 ＋ 8) ÷ 3 ＋ 1 ＝ 
803      8 ＋ 8 ＋ 9 × 6 ＝ 
804      (1 ＋ 1) ÷ 4 × 1/3 ＝ 
805      6 ＋ (2 － 1) ＋ 1 ＝ 
806      0 ÷ (1 × 5 － 3) ＝ 
807      3 × 4 － (8/9 ＋ 7) ＝ 
808      (4 ＋ 3) × 6 × 6 ＝ 
809      1/5 × 9 － (0 ＋ 7/10) ＝ 
810      6 × 8 ＋ 5 － 7 ＝ 
811      (8 － 2) × (4 ＋ 2) ＝ 
812      2 × ((4 ＋ 5) × 3) ＝ 
813      6/7 ÷ (3 ＋ 9 × 1) ＝ 
814      (1/3 ＋ 2 × 7) ÷ 5 ＝ 
815      5 × (8 ÷ 8 ＋ 5) ＝ 
816      1/4 ＋ (6 － 0 × 8) ＝ 
817      8 ＋ (9 ＋ 5) ＋ 0 ＝ 
818      (3/5 ＋ 0) ÷ (1'1/4 ＋ 0) ＝ 
819      3 ＋ (6 ＋ 2 × 7) ＝ 
820      (8 ＋ 9 ÷ 8) × 8 ＝ 
821      1 ÷ (9 × 3 － 0) ＝ 
822      6 ＋ (9 ＋ 8 ÷ 4) ＝ 
823      9 ÷ 9 ＋ 1 ＋ 4 ＝ 
824      1 － 9 × 0 ÷ 3 ＝ 
825      5 ÷ (9 － 7/9) × 6 ＝ 
826      (4'1/2 ＋ 3) × (9 ＋ 0) ＝ 
827      3 × 6 － 5 × 0 ＝ 
828      4 － (8 － 4) ÷ 3 ＝ 
829      2/5 × 7 ＋ (1'1/2 ＋ 1'1/3) ＝ 
830      8 ÷ 9 ÷ 8 ＋ 1 ＝ 
831      (9 － 0) × (3 ÷ 1'1/3) ＝ 
832      5 × 8 × (6 － 3) ＝ 
833      8 ＋ 6 ＋ 1'1/3 ＋ 4 ＝ 
834      5 × 7/9 － 0 ＋ 3 ＝ 
835      6 ＋ 1 × (6 ＋ 7/9) ＝ 
836      7 × (4/5 － 5/8) ＋ 2 ＝ 
837      (1'1/2 ＋ 1'1/2) ÷ (2'1/2 ＋ 0) ＝ 
838      9 － (2 ＋ 2) ＋ 1'1/3 ＝ 
839      (2/3 ＋ (8 ＋ 1)) ÷ 6 ＝ 
840      2 ＋ (6 ＋ 1'4/5) ÷ 4/5 ＝ 
841      8 － 0 ＋ (1/7 ＋ 3/10) ＝ 
842      1'2/5 ÷ 2 ＋ (5/7 ＋ 1'2/7) ＝ 
843      6 ÷ 1 ÷ 3/5 × 5 ＝ 
844      1/2 ＋ (8 － 4/9 ÷ 1'1/4) ＝ 
845      8 × (5/7 ＋ 1) ＋ 6 ＝ 
846      9 ÷ (5 ÷ 2) ＋ 1 ＝ 
847      8 ＋ (9 － 0 ÷ 8) ＝ 
848      3 ÷ 5 ÷ (6 ＋ 3) ＝ 
849      4 ＋ 3/8 ＋ 1 ＋ 6 ＝ 
850      (9 － 4) × (3 ＋ 3) ＝ 
851      0 ＋ (1 ＋ 0 － 0) ＝ 
852      8 ＋ 1'3/7 × (1/4 × 0) ＝ 
853      (5 ＋ 1) × (1/2 － 0) ＝ 
854      5 × (1 × 4 － 3) ＝ 
855      3 － 0 － (2 － 0) ＝ 
856      3 ÷ (1 ÷ (3 ÷ 9)) ＝ 
857      2 ÷ 7 － 3 × 0 ＝ 
858      8 × 3/5 × (1 ＋ 2) ＝ 
859      8 ÷ ((9 － 3) ÷ 3) ＝ 
860      (3 ＋ 8) × 1'1/8 ＋ 7 ＝ 
861      3 × ((6 － 5) ÷ 1'3/5) ＝ 
862      (4 ＋ 9) × (9 ÷ 9) ＝ 
863      4 × 4/9 × (3 － 1/7) ＝ 
864      0 ÷ 9 ＋ (9 － 1) ＝ 
865      4 － 0 － 2 ÷ 4 ＝ 
866      6/7 ＋ (2 ＋ (4 － 3)) ＝ 
867      8 × (2 × 2) ＋ 1 ＝ 
868      1'1/2 ＋ 4 － (2 ＋ 3) ＝ 
869      (9 － (3 ＋ 4/5)) ÷ 7 ＝ 
870      (1 ＋ 9) × (8 ÷ 1) ＝ 
871      0 × (7 × 6) ＋ 5 ＝ 
872      3 ÷ 4 ＋ (5 － 1'1/7) ＝ 
873      2/5 × 8 ＋ (8 ＋ 9) ＝ 
874      2 ＋ 6 ÷ 6 ＋ 5 ＝ 
875      2 × 9 × 6 ＋ 5 ＝ 
876      7 ＋ 4 － (6 ＋ 1/2) ＝ 
877      4 ÷ 1 － 1 × 1/2 ＝ 
878      0 ＋ 1 ÷ (8 × 1'3/7) ＝ 
879      3 × 0 × (4'1/2 － 1) ＝ 
880      5 ÷ (3'1/2 ＋ 4 ÷ 7) ＝ 
881      2 × 5 ＋ 9 － 0 ＝ 
882      9 ÷ 1 － (0 ＋ 4) ＝ 
883      5 － (1 ＋ 1'4/5 － 1) ＝ 
884      7 ＋ (2 ＋ 1) ＋ 2 ＝ 
885      8 × (1 ＋ (6 － 4)) ＝ 
886      1 ＋ 0 ＋ 3 ÷ 2 ＝ 
887      2 ÷ 1 ＋ 3 ＋ 0 ＝ 
888      (4 ＋ 5) ÷ (9 × 5) ＝ 
889      7 ÷ ((5 － 1'1/3) × 9) ＝ 
890      (2 － 1) × (7 － 6) ＝ 
891      2/5 － 4 ÷ (9 ＋ 2) ＝ 
892      (8 ＋ 2) × (4 × 2) ＝ 
893      2 ÷ 3 × 10 ÷ 7 ＝ 
894      (5 × 1 － 4/9) ÷ 6 ＝ 
895      (4 ＋ 2) ÷ (3 ÷ 1) ＝ 
896      0 ＋ 3 ＋ 7 － 5 ＝ 
897      6 ÷ (6 × 3/5) × 0 ＝ 
898      9 × 3 × 4 × 3/5 ＝ 
899      6 － (6 － 0) ÷ 8 ＝ 
900      1 ÷ 5 ＋ (9 ＋ 6) ＝ 
901      4 × 6 × (1/2 × 1'1/7) ＝ 
902      8 ÷ 1 × (5 － 2) ＝ 
903      (1 ＋ 0) × (9/10 ÷ 4) ＝ 
904      7 × (2 － 2 ÷ 5) ＝ 
905      1/5 × 8 × (3 ÷ 6) ＝ 
906      3 ＋ 7 ＋ (7 ＋ 1) ＝ 
907      5 ÷ 1'1/6 ＋ 1 × 2/3 ＝ 
908      (7 ＋ 1) × (7 － 6) ＝ 
909      4 － 2 ＋ (2 － 0) ＝ 
910      2 ＋ 6 － 5 ÷ 4 ＝ 
911      (8 － 0) × (5 ÷ 6) ＝ 
912      3'1/2 × 8 × (2/7 × 6) ＝ 
913      8 ＋ 9 × 0 × 1/3 ＝ 
914      7 ＋ 2 － (8 － 3) ＝ 
915      3 × (4 × 4) ＋ 0 ＝ 
916      5/9 × (7 × 1/6 － 0) ＝ 
917      8 ÷ (9 ＋ 5 ＋ 7) ＝ 
918      1'1/7 × 9 ＋ (2 ＋ 7) ＝ 
919      4 ÷ (6 ÷ (8 ÷ 3)) ＝ 
920      7 ÷ (2/5 × 2 － 0) ＝ 
921      (9 ＋ 0 － 1) × 0 ＝ 
922      (6 ＋ 9 ＋ 2) ÷ 1 ＝ 
923      (7 ＋ 8 × 6) × 7 ＝ 
924      (9 ＋ 1 － 4) ÷ 2 ＝ 
925      3 ÷ (3 － 1 ＋ 5) ＝ 
926      1 × (8 － 8 ＋ 8) ＝ 
927      2 － 6 ÷ 8 × 0 ＝ 
928      0 ＋ 1 × 4 × 1 ＝ 
929      6 ÷ 3 ＋ 8 ÷ 1'1/2 ＝ 
930      4 × (3 － (2 － 3/10)) ＝ 
931      7 × ((2'1/2 － 1) ÷ 4) ＝ 
932      (1'1/4 － 0) ÷ 9 ＋ 6 ＝ 
933      1 ＋ (6 ＋ 1 － 0) ＝ 
934      (2 ＋ 5) ÷ (6 ＋ 1) ＝ 
935      5 ÷ ((5 ＋ 3) × 6) ＝ 
936      0 × (5 × 1/5 ÷ 4/7) ＝ 
937      (5/7 ÷ 2 ＋ 1'1/7) ÷ 2 ＝ 
938      8 ＋ (4 × 8 － 1) ＝ 
939      4 ÷ 2 × (2 ＋ 3/4) ＝ 
940      6 ＋ (1/3 － 1/4 ＋ 9) ＝ 
941      4 ＋ 1 ＋ 1 × 7 ＝ 
942      (3 － 1'1/4 ＋ 8) × 9 ＝ 
943      (1 ＋ (8 ＋ 2)) ÷ 9 ＝ 
944      0 ＋ (1 ＋ 3/7 × 5) ＝ 
945      (1 ＋ 7 ÷ 7) ÷ 6 ＝ 
946      5 ＋ 0 － 1 × 3 ＝ 
947      (3 － 0) × 0 × 8 ＝ 
948      (1'3/4 ＋ 6) × 1'4/5 ＋ 1'1/2 ＝ 
949      0 ÷ 4 × (3 × 5) ＝ 
950      4/7 × 1 ÷ (9 ＋ 9) ＝ 
951      9 × (6 ＋ 3 ＋ 5) ＝ 
952      4 － 1 ＋ (3 ＋ 1) ＝ 
953      1'1/4 ÷ 6 － 0 ÷ 8 ＝ 
954      1'2/3 ÷ (2 ＋ 0 ÷ 5) ＝ 
955      1 × (2 × (1/5 ＋ 3)) ＝ 
956      7 － (5 － 1'1/2) × 2 ＝ 
957      7 × 6 ÷ (8 ÷ 5) ＝ 
958      (9 ＋ 1) × (2 × 1) ＝ 
959      9 × 8 － 1'1/2 － 3 ＝ 
960      8 ＋ (5 ＋ 9 ＋ 2) ＝ 
961      3 ＋ 2 － 2 ÷ 3/5 ＝ 
962      0 ÷ (5 ＋ (4 ＋ 7)) ＝ 
963      6 × 1 ＋ (7 ＋ 3) ＝ 
964      3 × (7 － 2) × 0 ＝ 
965      5 ＋ (5 － 0) － 1/8 ＝ 
966      0 × (6 ＋ 3'1/2 × 4/7) ＝ 
967      (8 ＋ 3/10) × (7 ＋ 1) ＝ 
968      8/9 ÷ (0 ÷ 1/2 ＋ 3) ＝ 
