题号    答案           四则运算式子
413      89******      5 × (7 ＋ 9 ＋ 1'4/5) ＝ 
414      4'1/7***      3/7 － 2 ÷ 7 ＋ 4 ＝ 
415      12/35***      4 ÷ 7 × (3 ÷ 5) ＝ 
416      65******      9 × 8 ＋ 2 － 9 ＝ 
417      2'1/4***      (5 ÷ 1 ＋ 4) ÷ 4 ＝ 
418      0*******      9 × ((2 － 2) ÷ 1) ＝ 
419      3'1/2***      0 × 4 ＋ 1/2 × 7 ＝ 
420      3'11/12*      1'1/4 ＋ 2'2/3 － 0 ÷ 1/9 ＝ 
421      8'9/16**      9 － 7 ÷ (2 × 8) ＝ 
422      4'1/3***      (0 ＋ 3) × 1 ＋ 1'1/3 ＝ 
423      14******      4 ＋ 5 ＋ (9 － 4) ＝ 
424      10******      (4 ＋ 4) ÷ (4 × 1/5) ＝ 
425      3'2/3***      (9 － 7 ÷ 2) ÷ 1'1/2 ＝ 
426      5*******      0 × 3 ＋ (8 － 3) ＝ 
427      1*******      8 ＋ 3 － (8 ＋ 2) ＝ 
428      67******      8 × 8 ＋ (9 － 6) ＝ 
429      9'1/4***      3 ＋ (6 ＋ 1 ÷ 4) ＝ 
430      24******      9 ＋ (6 ＋ (4 ＋ 5)) ＝ 
431      1'1/2***      (8 ＋ 4 － 7) ÷ 3'1/3 ＝ 
432      51******      9 × 6 － (9 － 6) ＝ 
433      14'1/14*      1'1/2 ＋ 8 ＋ 4 × 1'1/7 ＝ 
434      5/28****      5 ÷ (1 ＋ 3) ÷ 7 ＝ 
435      2/13****      1 ÷ (7 － 1 × 1/2) ＝ 
436      73'1/2**      7 × 7 ÷ 2/3 × 1 ＝ 
437      8'2/7***      2 ÷ (7 ÷ 8) ＋ 6 ＝ 
438      11'1/3**      4 ÷ 3 ＋ (9 ＋ 1) ＝ 
439      25/34***      5 ÷ (8 － 6 ÷ 5) ＝ 
440      18******      4 － 1 ＋ (8 ＋ 7) ＝ 
441      4'1/12**      7/9 × 3'1/2 × (6 ÷ 4) ＝ 
442      63'1/3**      (7 × 6 － 4) ÷ 3/5 ＝ 
443      3*******      2/3 × (1/2 × 9) ＋ 0 ＝ 
444      11******      5 ＋ (8 － (9 － 7)) ＝ 
445      9'3/4***      1 ＋ 7 ＋ (3/4 ＋ 1) ＝ 
446      9'5/8***      5 × 1'1/8 ＋ (8 － 4) ＝ 
447      2'1/24**      7 ÷ (8 ÷ (3 － 2/3)) ＝ 
448      4'1/4***      (8 ＋ (2 ＋ 7)) ÷ 4 ＝ 
449      18'1/2**      7 ＋ 6 ＋ (7 － 1'1/2) ＝ 
450      3*******      3 ＋ 0 ÷ (6 ＋ 7) ＝ 
451      36'1/9**      1'1/9 ＋ 5 × (7 ＋ 0) ＝ 
452      13'1/2**      2 ＋ (8 ＋ (1/2 ＋ 3)) ＝ 
453      17'7/25*      (2/5 ＋ (7 ＋ 7)) × 1'1/5 ＝ 
454      18'3/4**      3 ＋ 9 × (7 ÷ 4) ＝ 
455      7*******      3 × 1 ＋ (4 ＋ 0) ＝ 
456      2/3*****      6 ÷ (4 － 4 ＋ 9) ＝ 
457      58'4/5**      (2 ＋ 5) × (1'1/5 × 7) ＝ 
458      33******      2 ＋ 1 ＋ 6 × 5 ＝ 
459      17******      2 × 0 ＋ (9 ＋ 8) ＝ 
460      10'1/5**      4 ＋ (4 － 1'4/5 ＋ 4) ＝ 
461      19******      (2 ＋ 8) × 2 － 1 ＝ 
462      8'1/3***      5 ＋ 2/3 × (4 ＋ 1) ＝ 
463      1'7/9***      1 × (8 × 2/9 ＋ 0) ＝ 
464      0*******      0 ÷ (5 ÷ 5) ＋ 0 ＝ 
465      9*******      3 ＋ 0 ＋ 6 × 1 ＝ 
466      0*******      0 ÷ (1 ＋ (7 ＋ 5)) ＝ 
467      50******      (6 ＋ 2'2/3 ＋ 8) × 3 ＝ 
468      25'1/2**      6 × (1/4 ＋ 3) ＋ 6 ＝ 
469      10'1/3**      (8 ＋ 0) ÷ 6 ＋ 9 ＝ 
470      84******      7 × (2 × 6) ＋ 0 ＝ 
471      7'7/9***      8 － (3 － 1) ÷ 9 ＝ 
472      24******      6 ÷ 2 × (2 ＋ 6) ＝ 
473      7*******      (2 － 1) × (9 － 2) ＝ 
474      11'7/10*      7/10 ＋ (6 － 3) ＋ 8 ＝ 
475      43'1/5**      9 × (6 ÷ 5) × 4 ＝ 
476      3/8*****      5 － 5 ÷ 8 － 4 ＝ 
477      5'3/7***      6 － (4/7 ＋ 0 × 0) ＝ 
478      11******      1 ＋ (2 ＋ 6 ＋ 2) ＝ 
479      18******      4 × (7 － 5 ÷ 2) ＝ 
480      20'1/4**      9 ÷ (5 － 1) × 9 ＝ 
481      576*****      9 × (8 ÷ 1) × 8 ＝ 
482      3'3/16**      3 ＋ 1/2 ÷ 8 × 3 ＝ 
483      2'2/9***      (7 ＋ 5 ＋ 8) ÷ 9 ＝ 
484      7*******      4 ＋ 6 － (1 ＋ 2) ＝ 
485      12******      6 × (7 － 5 ＋ 0) ＝ 
486      47******      6 × (4 ＋ 3) ＋ 5 ＝ 
487      13/32***      (0 ＋ (1 ＋ 2'1/4)) ÷ 8 ＝ 
488      22******      2 × 9 ＋ (4 ＋ 0) ＝ 
489      48******      6 × ((7 － 3) × 2) ＝ 
490      19******      (4 ＋ 5) × (1'1/9 ＋ 1) ＝ 
491      32******      3 ＋ 5 × 6 － 1 ＝ 
492      150*****      3 × 5 × (2 ＋ 8) ＝ 
493      9'2/7***      5 ÷ (7 ÷ (7 ＋ 6)) ＝ 
494      9/16****      (4 ＋ 0) ÷ (6 ＋ 1'1/9) ＝ 
495      27******      (6 ＋ (9 － 6)) × 3 ＝ 
496      7*******      0 × 1 ＋ (6 ＋ 1) ＝ 
497      0*******      2 × (2 ＋ 1 － 3) ＝ 
498      1*******      1 × (3 ＋ 5 － 7) ＝ 
499      6/19****      2 ÷ (6 ＋ 3 ÷ 9) ＝ 
500      11'6/7**      6/7 ＋ (5 ＋ (1 ＋ 5)) ＝ 
501      5'1/4***      (7 － 0 ＋ 0) ÷ 1'1/3 ＝ 
502      5/32****      1'1/4 ÷ (2 × 7 － 6) ＝ 
503      2'1/9***      (7 ＋ (4 ＋ 8)) ÷ 9 ＝ 
504      1/3*****      1 ÷ 3 ＋ 0 ÷ 8 ＝ 
505      12'1/8**      9 ＋ 1 ÷ 8 ＋ 3 ＝ 
506      2'3/5***      1 ＋ 1'3/5 ＋ 0 ÷ 4 ＝ 
507      2*******      3 － (1 × 1 ＋ 0) ＝ 
508      0*******      (2 － 2) × (0 × 1'3/7) ＝ 
509      11'1/16*      2 ＋ 9 ＋ 3/8 ÷ 6 ＝ 
510      5'2/3***      9 － 5 ÷ 3 ÷ 1/2 ＝ 
511      8*******      (7 ＋ 3 － 6) × 2 ＝ 
512      43******      4 ＋ (4 × 9 ＋ 3) ＝ 
513      5'1/3***      7 ÷ 3 ＋ 9 ÷ 3 ＝ 
514      2*******      0 ÷ (5 ＋ 2) ＋ 2 ＝ 
515      29******      8 ＋ 3 × (7 ÷ 1) ＝ 
516      0*******      (8 ＋ 6 － 6) × 0 ＝ 
517      5*******      5 ÷ (9 － 3) × 6 ＝ 
518      2'1/2***      (4 ＋ 6 ＋ 5) ÷ 6 ＝ 
519      1/2*****      4 ÷ 8 ＋ 3 × 0 ＝ 
520      29'19/28      9 × 2'1/4 ＋ (9 ＋ 3/7) ＝ 
521      2'1/2***      1/4 × (1 ＋ (6 ＋ 3)) ＝ 
522      6*******      4 × 0 ＋ 4 ＋ 2 ＝ 
523      5/6*****      (2'1/2 ÷ 1 ＋ 0) ÷ 3 ＝ 
524      6'17/30*      7 － 1/3 × (1 ＋ 3/10) ＝ 
525      1'2/13**      5 ÷ (3 ＋ 4 － 2'2/3) ＝ 
526      54'3/7**      (7 ＋ 3/7) × 8 － 5 ＝ 
527      1/24****      2 ÷ (6 × (4 ＋ 4)) ＝ 
528      22******      4 × 3 ＋ 6 ＋ 4 ＝ 
529      6*******      0 ÷ 7 ÷ 3 ＋ 6 ＝ 
530      11'1/2**      6 － 9 ÷ 6 ＋ 7 ＝ 
531      4'1/9***      9 － (8 － (1/9 ＋ 3)) ＝ 
532      3/7*****      2 × 6 ÷ (7 × 4) ＝ 
533      5'11/20*      4 ＋ (3/10 ＋ 1/4) ＋ 1 ＝ 
534      0*******      0 × (6 × 2 － 5/7) ＝ 
535      13******      7 ＋ (5 － 4) × 6 ＝ 
536      2'2/35**      9 ÷ (3/8 ＋ (4 － 0)) ＝ 
537      7'19/28*      8 － (1'2/7 ÷ 4 ＋ 0) ＝ 
538      10'4/7**      4 ＋ (2 ＋ 4/7) ＋ 4 ＝ 
539      7*******      5 ＋ 4 ＋ 4 － 6 ＝ 
540      168*****      (8 ＋ 4) × (2 × 7) ＝ 
541      0*******      6 × (8 ＋ 7) × 0 ＝ 
542      144*****      9 × (9 ＋ 7) × 1 ＝ 
543      7'11/42*      2 ＋ (1'3/7 ＋ (4 － 1/6)) ＝ 
544      10'3/4**      (8 － 1/4 ＋ 3) × 1 ＝ 
545      7/8*****      7 ÷ (8 － 3 ＋ 3) ＝ 
546      3'6/7***      (2 × 8 － 7) ÷ 2'1/3 ＝ 
547      0*******      5 × 0 × (5 × 7) ＝ 
548      9'3/5***      2/5 × (4 ÷ 1) × 6 ＝ 
549      10******      1 × 2 － 1 ＋ 9 ＝ 
550      21******      7 ＋ 0 ＋ 7 ＋ 7 ＝ 
551      17/72***      1/3 － (7/9 ＋ 0) ÷ 8 ＝ 
552      12******      (4 ＋ 9 － 7) × 2 ＝ 
553      9'1/3***      1'1/3 × (4 ＋ 9 － 6) ＝ 
554      5*******      9 － 2/3 － 4 ＋ 2/3 ＝ 
555      2*******      2 － 0 ÷ (6 ÷ 6) ＝ 
556      0*******      (0 － 3'1/2 × 0) × 1 ＝ 
557      16'5/7**      (6 ＋ 7) ÷ 7 × 9 ＝ 
558      20'1/16*      2'1/4 ÷ 4/5 × 5 ＋ 6 ＝ 
559      0*******      6 － 6 ＋ 0 × 8 ＝ 
560      0*******      8 × 0 × (5 － 6/7) ＝ 
561      6*******      7 － (1 ＋ 0 × 5) ＝ 
562      108*****      9 × (1/3 × 9) × 4 ＝ 
563      2'26/35*      8 × 2/5 × (6 × 1/7) ＝ 
564      23/45***      (1/5 ＋ 6 ÷ 4'1/2) ÷ 3 ＝ 
565      4'1/7***      0 ＋ (4 ＋ (1'1/7 － 1)) ＝ 
566      10******      1'1/4 × (9 － (7 － 6)) ＝ 
567      0*******      0 ÷ ((8 － 0) ÷ 1) ＝ 
568      2'2/7***      8 × ((3 － 1) ÷ 7) ＝ 
569      2'4/19**      3 － 6 ÷ (1'3/5 ＋ 6) ＝ 
570      19******      9 × 3 － (9 － 1) ＝ 
571      35******      8 － 8 ＋ 5 × 7 ＝ 
572      360*****      9 × ((4 ＋ 1) × 8) ＝ 
573      8*******      0 ＋ 1 ＋ (0 ＋ 7) ＝ 
574      2*******      1 － 0 ＋ 8 ÷ 8 ＝ 
575      2/5*****      8 ÷ (7 ＋ (4 ＋ 9)) ＝ 
576      0*******      1 ÷ 5 × (9 × 0) ＝ 
577      10'1/8**      1'1/8 ＋ (4 ＋ 4 ＋ 1) ＝ 
578      2'7/10**      0 ＋ (1 ＋ 2) － 3/10 ＝ 
579      9*******      7 ＋ 2 － 0 － 0 ＝ 
580      27******      (0 ＋ 7 － 4) × 9 ＝ 
581      48******      6 × (2 ＋ 1 × 6) ＝ 
582      9'1/4***      9 ＋ 4 ÷ 2 ÷ 8 ＝ 
583      5'1/2***      (2 ＋ 9) ÷ (3 － 1) ＝ 
584      0*******      5 － (4 ＋ 0) － 1 ＝ 
585      13'8/9**      4 ＋ 6 ＋ (5 － 1'1/9) ＝ 
586      41******      2'1/4 ÷ 3/8 ＋ 7 ÷ 1/5 ＝ 
587      1'5/7***      (6 － 2) × 3 ÷ 7 ＝ 
588      8'1/2***      2/3 × (1 ＋ 5) ＋ 4'1/2 ＝ 
589      72******      (4 ＋ (6 － 1)) × 8 ＝ 
590      27/64***      (1 ＋ 1'1/4) ÷ (2 ÷ 3/8) ＝ 
591      70******      6 × ((2 ＋ 1/3) × 5) ＝ 
592      16******      4 × (3 ＋ 8 － 7) ＝ 
593      10'1/2**      5 － 2 ＋ 1'1/2 ＋ 6 ＝ 
594      29'1/2**      5 × 4 ＋ (9 ＋ 1/2) ＝ 
595      2'1/7***      1 ÷ (7 × 3/10) ＋ 1'2/3 ＝ 
596      1*******      (9 － 2) ÷ (1 × 7) ＝ 
597      9/16****      (0 ＋ 9) ÷ (8 ＋ 8) ＝ 
598      17'3/8**      9 ＋ 2 × 4 ＋ 3/8 ＝ 
599      1'1/4***      6 × 5/6 × (2 ÷ 8) ＝ 
600      0*******      (4 － 2 ＋ 1/7) × 0 ＝ 
601      315*****      7 × 3 × (3 × 5) ＝ 
602      13******      6 ÷ 6 ＋ 6 × 2 ＝ 
603      76******      9 × (1 × 8) ＋ 4 ＝ 
604      27'1/7**      (8 ＋ 2) × (5/7 ＋ 2) ＝ 
605      10'1/8**      2/3 ＋ 1'1/8 ＋ (7 ＋ 1'1/3) ＝ 
606      80******      4 ÷ 1/10 × (5 － 3) ＝ 
607      30******      5 × (1/5 ＋ 7) － 6 ＝ 
608      4*******      (4 ＋ 0) × (6 － 5) ＝ 
609      14******      7 － 2 ÷ 1 ＋ 9 ＝ 
610      3'1/3***      (5 ＋ 5) ÷ 3 － 0 ＝ 
611      15******      5 × (3 ÷ (5 ÷ 5)) ＝ 
612      3*******      3 － (4 ＋ 1) × 0 ＝ 
613      11'4/7**      7 ＋ (1 × 6 － 1'3/7) ＝ 
614      3'5/7***      8 － 6 ÷ 7/10 ÷ 2 ＝ 
615      1'7/15**      (3 ＋ 8) ÷ 1'1/4 ÷ 6 ＝ 
616      18******      (4 － 1) × (8 － 2) ＝ 
617      10'3/4**      6 ＋ 4 ＋ 0 ＋ 3/4 ＝ 
618      270*****      5 × (2 × 3) × 9 ＝ 
619      3*******      (0 ＋ 1/4) × (3 × 4) ＝ 
620      3/8*****      3 ÷ (5 ＋ 3) ÷ 1 ＝ 
621      2'5/81**      5/9 ÷ (7 ＋ 2) ＋ 2 ＝ 
622      6'2/3***      4 ÷ 6 × (5 × 2) ＝ 
623      60******      8 × 9 － 5 － 7 ＝ 
624      2'1/4***      3 ÷ (2 ＋ 6) × 6 ＝ 
625      0*******      9 － (9 － 0) × 1 ＝ 
626      1'1/3***      (1 ＋ 7) × 1'1/2 ÷ 9 ＝ 
627      4*******      2 ＋ 2 － (9 － 9) ＝ 
628      13'2/9**      8 × 7/9 × (1 ＋ 1'1/8) ＝ 
629      345*****      9 ＋ 6 × 8 × 7 ＝ 
630      12******      8 ＋ 0 ＋ (4 ＋ 0) ＝ 
631      13******      (4 ＋ 9) × (7 － 6) ＝ 
632      2/3*****      1/3 × (8 － 8 ＋ 2) ＝ 
633      7/15****      8 ÷ 3 ÷ 4 － 1/5 ＝ 
634      4'1/2***      (3 × 0 ＋ 9) ÷ 2 ＝ 
635      55'1/9**      (8/9 ＋ 2 × 3) × 8 ＝ 
636      27/35***      1 × (9 ÷ 5 ÷ 2'1/3) ＝ 
637      16******      8 ＋ 3 ＋ 0 ＋ 5 ＝ 
638      1'19/32*      (2'1/4 ＋ 2) × (3 ÷ 8) ＝ 
639      18******      6 ÷ (2 ＋ 0) × 6 ＝ 
640      2*******      1 － 0 ＋ (4 － 3) ＝ 
641      1'5/6***      8 ÷ 6 ＋ 3 ÷ 6 ＝ 
642      19'7/12*      9 ＋ 8 ＋ 2'1/4 ＋ 1/3 ＝ 
643      1'7/9***      4 × (6 × 2/3 ÷ 9) ＝ 
644      1'7/8***      3 ÷ ((9 － 1) ÷ 5) ＝ 
645      7'5/7***      9 － 3 ÷ 7/9 ÷ 3 ＝ 
646      4*******      4 ÷ (6 × 1 ÷ 6) ＝ 
647      2'3/35**      1 ÷ 5 × (9 ＋ 1'3/7) ＝ 
648      1/3*****      1'1/3 ＋ 7 － 2 － 6 ＝ 
649      2'5/8***      (7 － (3/4 ＋ 1)) × 1/2 ＝ 
650      18******      2 ＋ (2 ＋ 7 ＋ 7) ＝ 
651      10******      9 ＋ (3 － 2 ÷ 1) ＝ 
652      5*******      8 ÷ 3 × 3 － 3 ＝ 
653      12'1/6**      5 ＋ 1'1/6 ＋ (4 ＋ 2) ＝ 
654      6'3/8***      3 × (1 ÷ 8 ＋ 2) ＝ 
655      5'7/12**      5 ÷ 4/5 － 2'2/3 ＋ 2 ＝ 
656      4*******      4 × 9 ÷ (4 ＋ 5) ＝ 
657      5/6*****      1 ＋ (7 ＋ 5/6) － 8 ＝ 
658      20******      (4 ＋ 2 × 8) ÷ 1 ＝ 
659      8*******      8 － 0 × 0 × 6 ＝ 
660      2'5/6***      3 × 1 － 5/6 ÷ 5 ＝ 
661      194'2/5*      9 × (9 × (3 × 4/5)) ＝ 
662      9/44****      9 ÷ 4 ÷ (6 ＋ 5) ＝ 
663      4/21****      (4 － 0) ÷ 3 ÷ 7 ＝ 
664      15******      (5 － 4) × (5 × 3) ＝ 
665      4*******      1 × (0 ÷ 7/9 ＋ 4) ＝ 
666      10/81***      2/9 ÷ (6 ÷ (10 ÷ 3)) ＝ 
667      76/81***      (8 ＋ 4 ÷ 9) ÷ 9 ＝ 
668      3/8*****      3/8 ＋ 6 ÷ 4 × 0 ＝ 
669      481'3/5*      7 × 8 × (3/5 ＋ 8) ＝ 
670      42******      6 × 1 × (1 ＋ 6) ＝ 
671      9'1/10**      7 × 1/2 ＋ (6 － 2/5) ＝ 
672      4'1/6***      (1'1/3 － 1'1/8) × 5 × 4 ＝ 
673      28******      8 × (2 ＋ 3 ÷ 2) ＝ 
674      14******      8 × 3 － (9 ＋ 1) ＝ 
675      4*******      0 ＋ 0 ＋ 2 ＋ 2 ＝ 
676      4*******      7 ＋ 9 － (7 ＋ 5) ＝ 
677      11******      0 ＋ (5 － 2 ＋ 8) ＝ 
678      20******      1'1/9 × 1'1/2 × (3 × 4) ＝ 
679      16******      (3 ＋ 0 ＋ 5) × 2 ＝ 
680      14******      9 ＋ (0 ＋ 9 － 4) ＝ 
681      2'5/8***      2 ＋ 5/8 ＋ 2 － 2 ＝ 
682      4*******      9 － (2 ＋ (5 － 2)) ＝ 
683      5'5/12**      1/6 ＋ (0 ＋ 1/4 ＋ 5) ＝ 
684      3'67/70*      4 － 6/7 ÷ (4 × 5) ＝ 
685      0*******      8 × (0 × 0) ÷ 6 ＝ 
686      2'2/7***      8 × 2 ÷ (1 ＋ 6) ＝ 
687      9'3/7***      6/7 × (2 ＋ 2 ＋ 7) ＝ 
688      1'1/2***      5 ÷ (8 ÷ 4) ÷ 1'2/3 ＝ 
689      1/4*****      1 ÷ (0 ÷ 2 ＋ 4) ＝ 
690      122'2/5*      9 × (1'3/5 ＋ (3 ＋ 9)) ＝ 
691      3*******      6 ÷ 8 × (2 ＋ 2) ＝ 
692      1/12****      8/9 ÷ 8 × 6 ÷ 8 ＝ 
693      28******      7 ÷ (3 ÷ (3 ＋ 9)) ＝ 
694      4'5/8***      1'1/8 ＋ (3 ＋ (1'1/2 － 1)) ＝ 
695      4/9*****      4 × 6 × (1/6 ÷ 9) ＝ 
696      2'11/45*      4/9 ÷ 1 ＋ 6 × 3/10 ＝ 
697      5'1/2***      9 － 3 － 2 ÷ 4 ＝ 
698      16******      8 ＋ (8 ＋ 0 × 6) ＝ 
699      30******      5 ＋ 5 × 5 － 0 ＝ 
700      77******      4'1/2 × 2 × 9 － 4 ＝ 
701      0*******      0 ÷ 4 × (5 － 3) ＝ 
702      48******      3 ＋ 9 ＋ 4 × 9 ＝ 
703      224*****      (9 ＋ 5) × 6 ÷ 3/8 ＝ 
704      1/40****      (5 － 4) ÷ 8 － 1/10 ＝ 
705      0*******      (1/10 ＋ 9) × (5 － 5) ＝ 
706      2'3/4***      5 － 5 ÷ 2 ＋ 1/4 ＝ 
707      0*******      (4 － 4) ÷ (5 × 2'1/2) ＝ 
708      19'2/3**      (2/3 ＋ 3) × 4 ＋ 5 ＝ 
709      20******      (9 ＋ 1) ÷ (1 ÷ 2) ＝ 
710      1/3*****      (1 ＋ 1 ÷ 3) ÷ 4 ＝ 
711      5/99****      5 ÷ (9 × (8 ＋ 3)) ＝ 
712      1'2/3***      (9 ＋ (1 ＋ 0)) ÷ 6 ＝ 
713      24******      4 ÷ (0 ＋ 2/3) × 4 ＝ 
714      16******      (7 － 5) × 4 ＋ 8 ＝ 
715      60******      6 × (5 － 0) × 2 ＝ 
716      18******      8 ＋ (1 ＋ (6 ＋ 3)) ＝ 
717      0*******      8 － 3 ＋ 3 － 8 ＝ 
718      4*******      4 ＋ (1/2 × 2 － 1) ＝ 
719      10'1/2**      (2 ＋ 3 × 4) × 3/4 ＝ 
720      25'4/9**      7 × 4 － 5/9 － 2 ＝ 
721      5*******      6 － 6 ＋ (3 ＋ 2) ＝ 
722      3/29****      3 ÷ (8 ÷ 1/3 ＋ 5) ＝ 
723      3*******      (4 ＋ 2 ＋ 3) ÷ 3 ＝ 
724      2/5*****      2 ＋ 1'2/5 － (8 － 5) ＝ 
725      7*******      0 × (3/10 ÷ 1/3) ＋ 7 ＝ 
726      5/8*****      5 ÷ 2 ÷ (9 － 5) ＝ 
727      7'1/2***      8 × 2 － 4 － 4'1/2 ＝ 
728      2*******      8 － 6 ＋ 0 × 9 ＝ 
729      6'6/7***      6 × (1 ÷ (7/8 × 1)) ＝ 
730      1/3*****      3 － (4 － 8 ÷ 6) ＝ 
731      8'25/28*      1/7 × 8 ＋ (6 ＋ 1'3/4) ＝ 
732      9'1/7***      1'3/7 × (4 ÷ 5 × 8) ＝ 
733      12'3/4**      8 ＋ 3/4 ＋ 8 ÷ 2 ＝ 
734      6'1/2***      8 － 3/10 × (9 － 4) ＝ 
735      14******      7 ＋ 4 ÷ 1 ＋ 3 ＝ 
736      8'5/9***      8 ＋ (7 － 2) ÷ 9 ＝ 
737      28'2/5**      2 × (8 ＋ 1/5 ＋ 6) ＝ 
738      5*******      (5 － 0 × 0) × 1 ＝ 
739      3/14****      (8 － 1'2/7 － 5) ÷ 8 ＝ 
740      4*******      5 ＋ 0 ÷ 3 － 1 ＝ 
741      31******      10 ＋ (9 ＋ (3 ＋ 9)) ＝ 
742      29/40***      1/8 ＋ 9 ÷ (6 ＋ 9) ＝ 
743      3'3/4***      3 ÷ 4 ＋ (8 － 5) ＝ 
744      7/60****      7 ÷ (3 × 8 ÷ 2/5) ＝ 
745      2/7*****      (5 － 3) ÷ (7 × 1) ＝ 
746      1'1/4***      5 ÷ (4 ÷ 1 ÷ 1) ＝ 
747      35******      5 × 7 ＋ 0 ÷ 3 ＝ 
748      69******      6 × (9 ＋ 3) － 3 ＝ 
749      36/37***      (4 ＋ 2) ÷ (7 － 5/6) ＝ 
750      3'3/4***      4 － 2 ÷ (1 ＋ 7) ＝ 
751      20******      3 × 9 － 6 － 1 ＝ 
752      9'3/5***      6 × (9 － 1) ÷ 5 ＝ 
753      27******      3 ÷ (0 ＋ 1 ÷ 9) ＝ 
754      8'7/10**      9 － 6 ÷ (5 × 4) ＝ 
755      23'1/7**      (2 ＋ 1) × (6/7 × 9) ＝ 
756      0*******      0 × ((3 ＋ 4) × 8) ＝ 
757      7*******      7 ＋ (8 － 3) × 0 ＝ 
758      4*******      0 ＋ 1 × 1/2 × 8 ＝ 
759      0*******      0 ÷ (4 ÷ (6 × 1)) ＝ 
760      15'2/3**      (7 ＋ 1) × 1'1/3 ＋ 5 ＝ 
761      70******      7 × 9 ＋ 8 － 1 ＝ 
762      4*******      4 － 0 ÷ 3/4 × 0 ＝ 
763      2'19/20*      0 ＋ 7 ÷ 4 ＋ 1'1/5 ＝ 
764      1*******      5 － (5 － 1 × 1) ＝ 
765      16/63***      2 × 8 ÷ (9 × 7) ＝ 
766      5*******      7 － 2 ＋ 1 － 1 ＝ 
767      0*******      0 × 5 ÷ (6 ＋ 9) ＝ 
768      12'7/8**      (3 ＋ 4) × 1'1/8 ＋ 5 ＝ 
769      7*******      7 × (1 ＋ 0 ÷ 6) ＝ 
770      16'1/5**      8 － 3 ＋ 7 ÷ 5/8 ＝ 
771      7/15****      4/5 － 1/3 ＋ 0 ÷ 8 ＝ 
772      10'1/5**      1 × 8 ÷ 1'1/9 ＋ 3 ＝ 
773      200*****      5 × 8 × (7 － 2) ＝ 
774      3'19/27*      2 × (3'1/3 ÷ (9 ÷ 5)) ＝ 
775      0*******      6 × 0 － 0 × 6 ＝ 
776      6'1/6***      (1/9 ＋ 3/10) × (3 × 5) ＝ 
777      337*****      1 ＋ 7 × (8 × 6) ＝ 
778      9'7/10**      9 ＋ 0 × 5 ＋ 7/10 ＝ 
779      15******      2 ＋ (1 ＋ 9) ＋ 3 ＝ 
780      9*******      1 ＋ 5 ＋ (3 － 0) ＝ 
781      34'5/7**      (1 ＋ 8) ÷ (2'1/3 ÷ 9) ＝ 
782      0*******      0 × 2 － 0 ÷ 2 ＝ 
783      0*******      0 × ((2 － 2) ÷ 1) ＝ 
784      10'1/2**      (6 ＋ 9 ÷ 2) × 1 ＝ 
785      35******      5 × (2 × 3) ＋ 5 ＝ 
786      38******      (1'1/3 × 3 ＋ 2/9) × 9 ＝ 
787      20******      3 ＋ 3 ＋ (7 ＋ 7) ＝ 
788      40******      5 × 8 － 4 ＋ 4 ＝ 
789      10'2/3**      (0 ＋ 6) × (4 ÷ 2'1/4) ＝ 
790      10'1/8**      4'1/2 × 9 ÷ (4 ＋ 0) ＝ 
791      2*******      3 － (4 ÷ 8 ＋ 1/2) ＝ 
792      6'1/4***      5 ＋ (0 ＋ 5) ÷ 4 ＝ 
793      48******      8 × (5 ＋ 8 ÷ 8) ＝ 
794      7'3/5***      7 ＋ 6 ÷ (2 × 5) ＝ 
795      6'5/12**      7 ÷ 4 ＋ (1'2/3 ＋ 3) ＝ 
796      1*******      2 × (5 × 0) ＋ 1 ＝ 
797      5*******      5 ＋ (8 － (5 ＋ 3)) ＝ 
798      63******      9 × (1 ＋ 6) ＋ 0 ＝ 
799      6'3/5***      1'1/5 × (9 － 2'1/2 － 1) ＝ 
800      1*******      1 － 0 × 7 × 8 ＝ 
801      15'1/2**      1 ＋ (1/2 ＋ 5) ＋ 9 ＝ 
802      6'2/3***      (9 ＋ 8) ÷ 3 ＋ 1 ＝ 
803      70******      8 ＋ 8 ＋ 9 × 6 ＝ 
804      1/6*****      (1 ＋ 1) ÷ 4 × 1/3 ＝ 
805      8*******      6 ＋ (2 － 1) ＋ 1 ＝ 
806      0*******      0 ÷ (1 × 5 － 3) ＝ 
807      4'1/9***      3 × 4 － (8/9 ＋ 7) ＝ 
808      252*****      (4 ＋ 3) × 6 × 6 ＝ 
809      1'1/10**      1/5 × 9 － (0 ＋ 7/10) ＝ 
810      46******      6 × 8 ＋ 5 － 7 ＝ 
811      36******      (8 － 2) × (4 ＋ 2) ＝ 
812      54******      2 × ((4 ＋ 5) × 3) ＝ 
813      1/14****      6/7 ÷ (3 ＋ 9 × 1) ＝ 
814      2'13/15*      (1/3 ＋ 2 × 7) ÷ 5 ＝ 
815      30******      5 × (8 ÷ 8 ＋ 5) ＝ 
816      6'1/4***      1/4 ＋ (6 － 0 × 8) ＝ 
817      22******      8 ＋ (9 ＋ 5) ＋ 0 ＝ 
818      12/25***      (3/5 ＋ 0) ÷ (1'1/4 ＋ 0) ＝ 
819      23******      3 ＋ (6 ＋ 2 × 7) ＝ 
820      73******      (8 ＋ 9 ÷ 8) × 8 ＝ 
821      1/27****      1 ÷ (9 × 3 － 0) ＝ 
822      17******      6 ＋ (9 ＋ 8 ÷ 4) ＝ 
823      6*******      9 ÷ 9 ＋ 1 ＋ 4 ＝ 
